,path,age
3,common_voice_pl_23694146.mp3,twenties
4,common_voice_pl_24085740.mp3,twenties
9,common_voice_pl_20604512.mp3,thirties
11,common_voice_pl_23850162.mp3,teens
12,common_voice_pl_24062356.mp3,thirties
16,common_voice_pl_23757202.mp3,twenties
17,common_voice_pl_24224913.mp3,thirties
18,common_voice_pl_20603842.mp3,thirties
20,common_voice_pl_23999996.mp3,twenties
22,common_voice_pl_23747240.mp3,twenties
24,common_voice_pl_23740258.mp3,teens
28,common_voice_pl_43336084.mp3,twenties
29,common_voice_pl_23647315.mp3,thirties
33,common_voice_pl_27100225.mp3,twenties
38,common_voice_pl_20613229.mp3,twenties
39,common_voice_pl_20703091.mp3,thirties
40,common_voice_pl_20703094.mp3,thirties
41,common_voice_pl_21373327.mp3,thirties
43,common_voice_pl_23939982.mp3,twenties
45,common_voice_pl_20626196.mp3,fourties
46,common_voice_pl_20626198.mp3,fourties
47,common_voice_pl_20626203.mp3,fourties
49,common_voice_pl_20616270.mp3,teens
50,common_voice_pl_20616272.mp3,teens
51,common_voice_pl_23372890.mp3,fifties
55,common_voice_pl_20603837.mp3,twenties
57,common_voice_pl_38182399.mp3,fourties
60,common_voice_pl_20968702.mp3,teens
61,common_voice_pl_20968703.mp3,teens
63,common_voice_pl_20643488.mp3,thirties
67,common_voice_pl_20774925.mp3,twenties
68,common_voice_pl_20774933.mp3,twenties
70,common_voice_pl_32072427.mp3,twenties
71,common_voice_pl_32129747.mp3,twenties
73,common_voice_pl_20605390.mp3,teens
74,common_voice_pl_20605925.mp3,teens
75,common_voice_pl_26771851.mp3,teens
76,common_voice_pl_26771856.mp3,teens
80,common_voice_pl_20779723.mp3,thirties
81,common_voice_pl_20779724.mp3,thirties
84,common_voice_pl_20633902.mp3,thirties
85,common_voice_pl_20633903.mp3,thirties
87,common_voice_pl_20655890.mp3,twenties
88,common_voice_pl_20655891.mp3,twenties
89,common_voice_pl_20655893.mp3,twenties
90,common_voice_pl_21604051.mp3,thirties
92,common_voice_pl_21604054.mp3,thirties
93,common_voice_pl_21604055.mp3,thirties
98,common_voice_pl_20633503.mp3,twenties
99,common_voice_pl_20633505.mp3,twenties
100,common_voice_pl_20633506.mp3,twenties
101,common_voice_pl_20633507.mp3,twenties
102,common_voice_pl_20651421.mp3,twenties
104,common_voice_pl_20651423.mp3,twenties
106,common_voice_pl_20612263.mp3,fourties
108,common_voice_pl_20612265.mp3,fourties
109,common_voice_pl_20612267.mp3,fourties
111,common_voice_pl_20838540.mp3,fourties
113,common_voice_pl_20838544.mp3,fourties
114,common_voice_pl_20774282.mp3,fourties
115,common_voice_pl_20774283.mp3,fourties
116,common_voice_pl_20774284.mp3,fourties
118,common_voice_pl_23651459.mp3,fourties
120,common_voice_pl_23651461.mp3,fourties
121,common_voice_pl_23651462.mp3,fourties
126,common_voice_pl_24776903.mp3,fourties
127,common_voice_pl_24776904.mp3,fourties
128,common_voice_pl_24776905.mp3,fourties
132,common_voice_pl_37327074.mp3,fourties
133,common_voice_pl_37327076.mp3,fourties
134,common_voice_pl_20607343.mp3,twenties
136,common_voice_pl_20607345.mp3,twenties
138,common_voice_pl_20607113.mp3,thirties
139,common_voice_pl_20607124.mp3,thirties
140,common_voice_pl_20607140.mp3,thirties
145,common_voice_pl_20606349.mp3,twenties
148,common_voice_pl_43574415.mp3,thirties
151,common_voice_pl_26128521.mp3,thirties
152,common_voice_pl_26128523.mp3,thirties
155,common_voice_pl_20775060.mp3,thirties
157,common_voice_pl_20837177.mp3,thirties
158,common_voice_pl_20837178.mp3,thirties
161,common_voice_pl_20648449.mp3,twenties
164,common_voice_pl_20648453.mp3,twenties
166,common_voice_pl_21189449.mp3,fourties
167,common_voice_pl_21189450.mp3,fourties
168,common_voice_pl_21189452.mp3,fourties
170,common_voice_pl_21170684.mp3,twenties
171,common_voice_pl_21170685.mp3,twenties
173,common_voice_pl_20610474.mp3,twenties
178,common_voice_pl_40429790.mp3,thirties
179,common_voice_pl_40429791.mp3,thirties
180,common_voice_pl_40429792.mp3,thirties
181,common_voice_pl_39597726.mp3,sixties+
182,common_voice_pl_39597727.mp3,sixties+
183,common_voice_pl_39597729.mp3,sixties+
184,common_voice_pl_39597731.mp3,sixties+
185,common_voice_pl_38987305.mp3,thirties
186,common_voice_pl_38987306.mp3,thirties
189,common_voice_pl_36080070.mp3,thirties
190,common_voice_pl_36080071.mp3,thirties
193,common_voice_pl_20868486.mp3,teens
196,common_voice_pl_20868489.mp3,teens
198,common_voice_pl_20646555.mp3,fourties
200,common_voice_pl_20646599.mp3,fourties
201,common_voice_pl_20646600.mp3,fourties
203,common_voice_pl_20773698.mp3,twenties
206,common_voice_pl_20773701.mp3,twenties
210,common_voice_pl_20620743.mp3,thirties
211,common_voice_pl_20620744.mp3,thirties
213,common_voice_pl_20679694.mp3,twenties
215,common_voice_pl_20679696.mp3,twenties
216,common_voice_pl_20679697.mp3,twenties
217,common_voice_pl_20679698.mp3,twenties
218,common_voice_pl_20623387.mp3,thirties
221,common_voice_pl_20623396.mp3,thirties
222,common_voice_pl_20623401.mp3,thirties
223,common_voice_pl_20619347.mp3,twenties
225,common_voice_pl_20619352.mp3,twenties
227,common_voice_pl_20619355.mp3,twenties
229,common_voice_pl_27139455.mp3,twenties
233,common_voice_pl_25121164.mp3,teens
234,common_voice_pl_25121165.mp3,teens
236,common_voice_pl_25121167.mp3,teens
238,common_voice_pl_20815161.mp3,twenties
239,common_voice_pl_20815162.mp3,twenties
240,common_voice_pl_20815163.mp3,twenties
241,common_voice_pl_20815164.mp3,twenties
242,common_voice_pl_20815165.mp3,twenties
245,common_voice_pl_21101935.mp3,twenties
