,path,age
20,common_voice_pl_43564609.mp3,thirties
28,common_voice_pl_23840821.mp3,thirties
32,common_voice_pl_23694146.mp3,twenties
60,common_voice_pl_23677778.mp3,twenties
68,common_voice_pl_23756053.mp3,twenties
69,common_voice_pl_20604512.mp3,thirties
134,common_voice_pl_20605516.mp3,twenties
162,common_voice_pl_26609171.mp3,teens
169,common_voice_pl_24224913.mp3,thirties
185,common_voice_pl_23999996.mp3,twenties
186,common_voice_pl_22955794.mp3,thirties
212,common_voice_pl_23757850.mp3,fourties
260,common_voice_pl_23740264.mp3,teens
286,common_voice_pl_43336084.mp3,twenties
296,common_voice_pl_23647316.mp3,thirties
319,common_voice_pl_22723315.mp3,twenties
320,common_voice_pl_22723318.mp3,twenties
342,common_voice_pl_27100226.mp3,twenties
399,common_voice_pl_20613227.mp3,twenties
400,common_voice_pl_20613229.mp3,twenties
406,common_voice_pl_20703094.mp3,thirties
414,common_voice_pl_21373330.mp3,thirties
423,common_voice_pl_23939982.mp3,twenties
441,common_voice_pl_20626196.mp3,fourties
559,common_voice_pl_20616270.mp3,teens
582,common_voice_pl_23372890.mp3,fifties
584,common_voice_pl_23372895.mp3,fifties
652,common_voice_pl_20603837.mp3,twenties
653,common_voice_pl_20604015.mp3,twenties
655,common_voice_pl_38182400.mp3,fourties
710,common_voice_pl_20968703.mp3,teens
711,common_voice_pl_20968704.mp3,teens
713,common_voice_pl_20643489.mp3,thirties
714,common_voice_pl_20643491.mp3,thirties
770,common_voice_pl_32072427.mp3,twenties
771,common_voice_pl_32129747.mp3,twenties
801,common_voice_pl_20605925.mp3,teens
846,common_voice_pl_26771857.mp3,teens
870,common_voice_pl_20779721.mp3,thirties
871,common_voice_pl_20779722.mp3,thirties
872,common_voice_pl_20779723.mp3,thirties
955,common_voice_pl_20633901.mp3,thirties
956,common_voice_pl_20633902.mp3,thirties
957,common_voice_pl_20633903.mp3,thirties
1091,common_voice_pl_35727791.mp3,fifties
1092,common_voice_pl_35727792.mp3,fifties
1094,common_voice_pl_20633503.mp3,twenties
1095,common_voice_pl_20633505.mp3,twenties
1096,common_voice_pl_20633506.mp3,twenties
1102,common_voice_pl_20651421.mp3,twenties
1103,common_voice_pl_20651422.mp3,twenties
1104,common_voice_pl_20651423.mp3,twenties
1105,common_voice_pl_20651424.mp3,twenties
1106,common_voice_pl_20612263.mp3,fourties
1108,common_voice_pl_20612265.mp3,fourties
1109,common_voice_pl_20612267.mp3,fourties
1174,common_voice_pl_20838539.mp3,fourties
1303,common_voice_pl_23651460.mp3,fourties
1334,common_voice_pl_23809138.mp3,fourties
1335,common_voice_pl_23809139.mp3,fourties
1336,common_voice_pl_23809140.mp3,fourties
1338,common_voice_pl_24776903.mp3,fourties
1341,common_voice_pl_24776906.mp3,fourties
1350,common_voice_pl_37327070.mp3,fourties
1352,common_voice_pl_37327074.mp3,fourties
1353,common_voice_pl_37327076.mp3,fourties
1360,common_voice_pl_20607345.mp3,twenties
1361,common_voice_pl_20607347.mp3,twenties
1387,common_voice_pl_20607124.mp3,thirties
1389,common_voice_pl_20607152.mp3,thirties
1410,common_voice_pl_20606342.mp3,twenties
1412,common_voice_pl_20606348.mp3,twenties
1413,common_voice_pl_20606349.mp3,twenties
1443,common_voice_pl_43574407.mp3,thirties
1475,common_voice_pl_26128519.mp3,thirties
1477,common_voice_pl_26128523.mp3,thirties
1530,common_voice_pl_20775057.mp3,thirties
1531,common_voice_pl_20775058.mp3,thirties
1533,common_voice_pl_20775061.mp3,thirties
1723,common_voice_pl_20837178.mp3,thirties
1724,common_voice_pl_20837180.mp3,thirties
1725,common_voice_pl_20837181.mp3,thirties
1732,common_voice_pl_20648451.mp3,twenties
1733,common_voice_pl_20648453.mp3,twenties
1938,common_voice_pl_21189446.mp3,fourties
1941,common_voice_pl_21189452.mp3,fourties
2003,common_voice_pl_21170684.mp3,twenties
2004,common_voice_pl_21170685.mp3,twenties
2005,common_voice_pl_21170686.mp3,twenties
2038,common_voice_pl_40429788.mp3,thirties
2086,common_voice_pl_39597726.mp3,sixties+
2209,common_voice_pl_38987305.mp3,thirties
2210,common_voice_pl_38987306.mp3,thirties
2282,common_voice_pl_36080071.mp3,thirties
2284,common_voice_pl_36080073.mp3,thirties
2387,common_voice_pl_20868487.mp3,teens
2389,common_voice_pl_20868489.mp3,teens
2496,common_voice_pl_20646555.mp3,fourties
2498,common_voice_pl_20646599.mp3,fourties
2566,common_voice_pl_20773698.mp3,twenties
2567,common_voice_pl_20773699.mp3,twenties
2568,common_voice_pl_20773700.mp3,twenties
2570,common_voice_pl_20773703.mp3,twenties
2667,common_voice_pl_20620742.mp3,thirties
2668,common_voice_pl_20620743.mp3,thirties
2670,common_voice_pl_20620745.mp3,thirties
2781,common_voice_pl_20679694.mp3,twenties
2782,common_voice_pl_20679695.mp3,twenties
2783,common_voice_pl_20679696.mp3,twenties
2785,common_voice_pl_20679698.mp3,twenties
2806,common_voice_pl_20623387.mp3,thirties
2877,common_voice_pl_20619349.mp3,twenties
2878,common_voice_pl_20619352.mp3,twenties
2879,common_voice_pl_20619353.mp3,twenties
2880,common_voice_pl_20619355.mp3,twenties
2886,common_voice_pl_27139454.mp3,twenties
2888,common_voice_pl_27139457.mp3,twenties
2903,common_voice_pl_25121166.mp3,teens
2904,common_voice_pl_25121167.mp3,teens
2956,common_voice_pl_20815161.mp3,twenties
2959,common_voice_pl_20815164.mp3,twenties
3003,common_voice_pl_21101935.mp3,twenties
3004,common_voice_pl_21101936.mp3,twenties
3017,common_voice_pl_20640303.mp3,thirties
3019,common_voice_pl_20640305.mp3,thirties
3024,common_voice_pl_24583490.mp3,thirties
3025,common_voice_pl_24583491.mp3,thirties
3110,common_voice_pl_20616001.mp3,fourties
3146,common_voice_pl_26791670.mp3,thirties
3147,common_voice_pl_26791671.mp3,thirties
3148,common_voice_pl_26791672.mp3,thirties
3150,common_voice_pl_26791674.mp3,thirties
3167,common_voice_pl_20615646.mp3,thirties
3168,common_voice_pl_20615650.mp3,thirties
3226,common_voice_pl_27381394.mp3,thirties
3228,common_voice_pl_27381396.mp3,thirties
3256,common_voice_pl_26864633.mp3,thirties
3262,common_voice_pl_21445312.mp3,twenties
3264,common_voice_pl_21445314.mp3,twenties
3265,common_voice_pl_21445316.mp3,twenties
3277,common_voice_pl_20614592.mp3,thirties
3280,common_voice_pl_20614599.mp3,thirties
3412,common_voice_pl_20639656.mp3,thirties
3414,common_voice_pl_20639658.mp3,thirties
3427,common_voice_pl_20616781.mp3,twenties
3428,common_voice_pl_20616782.mp3,twenties
3429,common_voice_pl_20616783.mp3,twenties
3430,common_voice_pl_20616784.mp3,twenties
3509,common_voice_pl_43396310.mp3,fourties
3526,common_voice_pl_20604966.mp3,twenties
3527,common_voice_pl_20604968.mp3,twenties
3576,common_voice_pl_22790544.mp3,thirties
3578,common_voice_pl_22790546.mp3,thirties
3580,common_voice_pl_22790548.mp3,thirties
3611,common_voice_pl_20615803.mp3,fourties
3614,common_voice_pl_20615806.mp3,fourties
3615,common_voice_pl_20615807.mp3,fourties
3783,common_voice_pl_22929676.mp3,fourties
3802,common_voice_pl_20614341.mp3,twenties
3816,common_voice_pl_20690870.mp3,thirties
3817,common_voice_pl_20690871.mp3,thirties
3818,common_voice_pl_20690872.mp3,thirties
3906,common_voice_pl_21358278.mp3,thirties
3907,common_voice_pl_21358279.mp3,thirties
3908,common_voice_pl_21358280.mp3,thirties
3910,common_voice_pl_21358282.mp3,thirties
3912,common_voice_pl_20610281.mp3,twenties
3913,common_voice_pl_20610282.mp3,twenties
3914,common_voice_pl_20610283.mp3,twenties
3996,common_voice_pl_26193576.mp3,thirties
4051,common_voice_pl_22202245.mp3,twenties
4053,common_voice_pl_22202251.mp3,twenties
4054,common_voice_pl_22202255.mp3,twenties
4055,common_voice_pl_22202262.mp3,twenties
4280,common_voice_pl_20658659.mp3,twenties
4281,common_voice_pl_20773309.mp3,thirties
4337,common_voice_pl_20604468.mp3,thirties
4338,common_voice_pl_20604470.mp3,thirties
4340,common_voice_pl_20604475.mp3,thirties
4391,common_voice_pl_20605838.mp3,thirties
4394,common_voice_pl_20605864.mp3,thirties
4424,common_voice_pl_20608085.mp3,twenties
4425,common_voice_pl_20608086.mp3,twenties
4443,common_voice_pl_20609645.mp3,twenties
4444,common_voice_pl_20609649.mp3,twenties
4445,common_voice_pl_20609651.mp3,twenties
4447,common_voice_pl_20622370.mp3,thirties
4448,common_voice_pl_20622373.mp3,thirties
4496,common_voice_pl_20604409.mp3,twenties
4497,common_voice_pl_20604411.mp3,twenties
4498,common_voice_pl_20604412.mp3,twenties
4500,common_voice_pl_20604415.mp3,twenties
4537,common_voice_pl_23726409.mp3,twenties
4538,common_voice_pl_23726410.mp3,twenties
4561,common_voice_pl_36738154.mp3,teens
4563,common_voice_pl_36738179.mp3,teens
4616,common_voice_pl_47111976.mp3,fifties
4617,common_voice_pl_47112036.mp3,fifties
4618,common_voice_pl_47112176.mp3,fifties
4619,common_voice_pl_47112466.mp3,fifties
4716,common_voice_pl_20616855.mp3,twenties
4719,common_voice_pl_20616864.mp3,twenties
4776,common_voice_pl_37576902.mp3,twenties
4777,common_voice_pl_37576903.mp3,twenties
4779,common_voice_pl_37576905.mp3,twenties
4780,common_voice_pl_37576906.mp3,twenties
4836,common_voice_pl_20607240.mp3,twenties
4837,common_voice_pl_20607241.mp3,twenties
4839,common_voice_pl_20607244.mp3,twenties
4846,common_voice_pl_20820965.mp3,thirties
4848,common_voice_pl_20820967.mp3,thirties
4849,common_voice_pl_20820968.mp3,thirties
4850,common_voice_pl_20820969.mp3,thirties
4857,common_voice_pl_20605041.mp3,thirties
4883,common_voice_pl_20614881.mp3,fourties
4932,common_voice_pl_20785937.mp3,thirties
4934,common_voice_pl_20785939.mp3,thirties
5046,common_voice_pl_40849018.mp3,twenties
5049,common_voice_pl_40849021.mp3,twenties
5050,common_voice_pl_40849022.mp3,twenties
5082,common_voice_pl_20658748.mp3,thirties
5121,common_voice_pl_20607698.mp3,thirties
5124,common_voice_pl_20607702.mp3,thirties
5125,common_voice_pl_20607704.mp3,thirties
5141,common_voice_pl_28512905.mp3,twenties
5142,common_voice_pl_28512906.mp3,twenties
5144,common_voice_pl_28512908.mp3,twenties
5145,common_voice_pl_28512909.mp3,twenties
5202,common_voice_pl_20632913.mp3,fourties
5205,common_voice_pl_20632916.mp3,fourties
5206,common_voice_pl_20618336.mp3,thirties
5213,common_voice_pl_20627969.mp3,thirties
5306,common_voice_pl_21098266.mp3,thirties
5310,common_voice_pl_21098270.mp3,thirties
5339,common_voice_pl_23367385.mp3,fifties
5340,common_voice_pl_23367386.mp3,fifties
5446,common_voice_pl_20614667.mp3,thirties
5448,common_voice_pl_20614672.mp3,thirties
5449,common_voice_pl_20614674.mp3,thirties
5450,common_voice_pl_20614675.mp3,thirties
5458,common_voice_pl_32183775.mp3,twenties
5460,common_voice_pl_32183777.mp3,twenties
5488,common_voice_pl_31479550.mp3,twenties
5489,common_voice_pl_31479551.mp3,twenties
5490,common_voice_pl_31479552.mp3,twenties
5501,common_voice_pl_21768418.mp3,twenties
5505,common_voice_pl_21768422.mp3,twenties
5596,common_voice_pl_20623923.mp3,twenties
5600,common_voice_pl_20623945.mp3,twenties
5627,common_voice_pl_20813339.mp3,thirties
5629,common_voice_pl_20813341.mp3,thirties
5630,common_voice_pl_20813342.mp3,thirties
5631,common_voice_pl_20644630.mp3,twenties
5634,common_voice_pl_20644633.mp3,twenties
5635,common_voice_pl_20644634.mp3,twenties
5655,common_voice_pl_37868090.mp3,thirties
5706,common_voice_pl_37163833.mp3,thirties
5707,common_voice_pl_37163834.mp3,thirties
5709,common_voice_pl_37163836.mp3,thirties
5710,common_voice_pl_37163837.mp3,thirties
5792,common_voice_pl_38861110.mp3,sixties+
5793,common_voice_pl_38861111.mp3,sixties+
5886,common_voice_pl_20612774.mp3,twenties
5887,common_voice_pl_20612776.mp3,twenties
5888,common_voice_pl_20612777.mp3,twenties
5890,common_voice_pl_20612781.mp3,twenties
5966,common_voice_pl_21106656.mp3,thirties
5967,common_voice_pl_21106657.mp3,thirties
5968,common_voice_pl_21106658.mp3,thirties
5970,common_voice_pl_21106660.mp3,thirties
6007,common_voice_pl_20638236.mp3,twenties
6009,common_voice_pl_20638238.mp3,twenties
6010,common_voice_pl_20638239.mp3,twenties
6012,common_voice_pl_26863500.mp3,thirties
6021,common_voice_pl_25378583.mp3,twenties
6023,common_voice_pl_25378585.mp3,twenties
6031,common_voice_pl_33310159.mp3,teens
6032,common_voice_pl_33310160.mp3,teens
6033,common_voice_pl_33310161.mp3,teens
6034,common_voice_pl_33310162.mp3,teens
6148,common_voice_pl_22060853.mp3,thirties
6252,common_voice_pl_20647965.mp3,thirties
6253,common_voice_pl_20647966.mp3,thirties
6254,common_voice_pl_20647967.mp3,thirties
6306,common_voice_pl_22544211.mp3,teens
6309,common_voice_pl_22544214.mp3,teens
6310,common_voice_pl_22544215.mp3,teens
6432,common_voice_pl_25231764.mp3,thirties
6433,common_voice_pl_25231765.mp3,thirties
6435,common_voice_pl_25231768.mp3,thirties
6471,common_voice_pl_20634705.mp3,twenties
6472,common_voice_pl_20634706.mp3,twenties
6473,common_voice_pl_20634707.mp3,twenties
6474,common_voice_pl_20634708.mp3,twenties
6475,common_voice_pl_20634709.mp3,twenties
6511,common_voice_pl_20639665.mp3,twenties
6513,common_voice_pl_20639667.mp3,twenties
6515,common_voice_pl_20639669.mp3,twenties
6541,common_voice_pl_20660917.mp3,twenties
6542,common_voice_pl_20660918.mp3,twenties
6543,common_voice_pl_20660919.mp3,twenties
6544,common_voice_pl_20660920.mp3,twenties
6545,common_voice_pl_20660921.mp3,twenties
6661,common_voice_pl_41649999.mp3,thirties
6662,common_voice_pl_41650000.mp3,thirties
6691,common_voice_pl_20613174.mp3,twenties
6693,common_voice_pl_20613176.mp3,twenties
6694,common_voice_pl_20613177.mp3,twenties
6707,common_voice_pl_20608102.mp3,twenties
6709,common_voice_pl_20608107.mp3,twenties
6716,common_voice_pl_20617090.mp3,twenties
6717,common_voice_pl_20617095.mp3,twenties
6827,common_voice_pl_20605572.mp3,thirties
6828,common_voice_pl_20612138.mp3,thirties
6829,common_voice_pl_20612139.mp3,thirties
6830,common_voice_pl_20612140.mp3,thirties
6839,common_voice_pl_20604004.mp3,thirties
6865,common_voice_pl_20646924.mp3,fourties
6866,common_voice_pl_20646944.mp3,fourties
6888,common_voice_pl_44967676.mp3,twenties
6891,common_voice_pl_44968435.mp3,twenties
6892,common_voice_pl_44968545.mp3,twenties
6899,common_voice_pl_42375797.mp3,thirties
6903,common_voice_pl_42375804.mp3,thirties
6904,common_voice_pl_42375806.mp3,thirties
6905,common_voice_pl_20603535.mp3,thirties
6906,common_voice_pl_20653265.mp3,thirties
6910,common_voice_pl_20653273.mp3,thirties
6967,common_voice_pl_20604827.mp3,twenties
6969,common_voice_pl_20604829.mp3,twenties
7008,common_voice_pl_24990155.mp3,teens
7011,common_voice_pl_24990158.mp3,teens
7028,common_voice_pl_27046277.mp3,twenties
7037,common_voice_pl_20959933.mp3,teens
7038,common_voice_pl_20959934.mp3,teens
7039,common_voice_pl_20959935.mp3,teens
7042,common_voice_pl_22939466.mp3,teens
7063,common_voice_pl_24981358.mp3,twenties
7064,common_voice_pl_24981359.mp3,twenties
7065,common_voice_pl_24981360.mp3,twenties
7067,common_voice_pl_24981362.mp3,twenties
7069,common_voice_pl_24981541.mp3,twenties
7104,common_voice_pl_20605912.mp3,thirties
7115,common_voice_pl_20610924.mp3,twenties
7155,common_voice_pl_20604252.mp3,twenties
7156,common_voice_pl_20604270.mp3,twenties
7157,common_voice_pl_20604277.mp3,twenties
7159,common_voice_pl_20604304.mp3,twenties
7171,common_voice_pl_20640212.mp3,thirties
7173,common_voice_pl_20640214.mp3,thirties
7174,common_voice_pl_20640215.mp3,thirties
7253,common_voice_pl_23811630.mp3,teens
7254,common_voice_pl_23811631.mp3,teens
7255,common_voice_pl_23822092.mp3,teens
7257,common_voice_pl_23822095.mp3,teens
7259,common_voice_pl_28723884.mp3,twenties
7260,common_voice_pl_28723885.mp3,twenties
7262,common_voice_pl_28723948.mp3,twenties
7263,common_voice_pl_28723950.mp3,twenties
7316,common_voice_pl_20616256.mp3,thirties
7317,common_voice_pl_20616258.mp3,thirties
7370,common_voice_pl_20665491.mp3,twenties
7372,common_voice_pl_20665493.mp3,twenties
7376,common_voice_pl_20665519.mp3,twenties
7377,common_voice_pl_20665520.mp3,twenties
7378,common_voice_pl_20623204.mp3,twenties
7379,common_voice_pl_20623212.mp3,twenties
7382,common_voice_pl_20652199.mp3,twenties
7384,common_voice_pl_20652201.mp3,twenties
7390,common_voice_pl_41570334.mp3,thirties
7391,common_voice_pl_41570335.mp3,thirties
7393,common_voice_pl_41570337.mp3,thirties
7420,common_voice_pl_20625710.mp3,thirties
7421,common_voice_pl_20625713.mp3,thirties
7422,common_voice_pl_20625715.mp3,thirties
7423,common_voice_pl_20625867.mp3,thirties
7424,common_voice_pl_20625871.mp3,thirties
7425,common_voice_pl_20625874.mp3,thirties
7466,common_voice_pl_20619588.mp3,twenties
7471,common_voice_pl_20619721.mp3,twenties
7473,common_voice_pl_20619723.mp3,twenties
7478,common_voice_pl_22740612.mp3,fourties
7547,common_voice_pl_22311854.mp3,twenties
7551,common_voice_pl_22311909.mp3,twenties
7552,common_voice_pl_22311910.mp3,twenties
7553,common_voice_pl_22311911.mp3,twenties
7606,common_voice_pl_29503904.mp3,fourties
7608,common_voice_pl_29503906.mp3,fourties
7641,common_voice_pl_24454008.mp3,fourties
7642,common_voice_pl_21088888.mp3,thirties
7643,common_voice_pl_21088889.mp3,thirties
7645,common_voice_pl_21088891.mp3,thirties
7646,common_voice_pl_21088892.mp3,thirties
7647,common_voice_pl_21089043.mp3,thirties
7648,common_voice_pl_21089044.mp3,thirties
7649,common_voice_pl_21089045.mp3,thirties
7698,common_voice_pl_39204057.mp3,twenties
7703,common_voice_pl_39204075.mp3,twenties
7777,common_voice_pl_26945053.mp3,fourties
7778,common_voice_pl_26945056.mp3,fourties
7779,common_voice_pl_26945057.mp3,fourties
7780,common_voice_pl_26945245.mp3,fourties
7782,common_voice_pl_26945249.mp3,fourties
7784,common_voice_pl_26945251.mp3,fourties
7790,common_voice_pl_20773812.mp3,twenties
7792,common_voice_pl_20773814.mp3,twenties
7816,common_voice_pl_20607567.mp3,thirties
7817,common_voice_pl_20618013.mp3,thirties
7818,common_voice_pl_20618016.mp3,thirties
7823,common_voice_pl_20633101.mp3,twenties
7824,common_voice_pl_20633108.mp3,twenties
7827,common_voice_pl_20646740.mp3,twenties
7868,common_voice_pl_20831602.mp3,twenties
7869,common_voice_pl_20831603.mp3,twenties
7870,common_voice_pl_20831605.mp3,twenties
7873,common_voice_pl_20831615.mp3,twenties
7874,common_voice_pl_20831617.mp3,twenties
7875,common_voice_pl_20630808.mp3,twenties
