,path,age
0,common_voice_pl_20605185.mp3,thirties
1,common_voice_pl_43564609.mp3,thirties
4,common_voice_pl_24085740.mp3,twenties
7,common_voice_pl_48039994.mp3,thirties
8,common_voice_pl_23756053.mp3,twenties
14,common_voice_pl_37353781.mp3,sixties+
17,common_voice_pl_24224913.mp3,thirties
18,common_voice_pl_20603842.mp3,thirties
19,common_voice_pl_23579454.mp3,twenties
21,common_voice_pl_22955794.mp3,thirties
25,common_voice_pl_23740264.mp3,teens
27,common_voice_pl_20605922.mp3,twenties
28,common_voice_pl_43336084.mp3,twenties
32,common_voice_pl_22723318.mp3,twenties
35,common_voice_pl_21873862.mp3,fourties
36,common_voice_pl_21873864.mp3,fourties
37,common_voice_pl_20613227.mp3,twenties
38,common_voice_pl_20613229.mp3,twenties
39,common_voice_pl_20703091.mp3,thirties
40,common_voice_pl_20703094.mp3,thirties
42,common_voice_pl_21373330.mp3,thirties
43,common_voice_pl_23939982.mp3,twenties
44,common_voice_pl_23939984.mp3,twenties
47,common_voice_pl_20626203.mp3,fourties
51,common_voice_pl_23372890.mp3,fifties
57,common_voice_pl_38182399.mp3,fourties
58,common_voice_pl_38182400.mp3,fourties
62,common_voice_pl_20968704.mp3,teens
63,common_voice_pl_20643488.mp3,thirties
64,common_voice_pl_20643489.mp3,thirties
66,common_voice_pl_20774922.mp3,twenties
67,common_voice_pl_20774925.mp3,twenties
69,common_voice_pl_32072424.mp3,twenties
70,common_voice_pl_32072427.mp3,twenties
73,common_voice_pl_20605390.mp3,teens
74,common_voice_pl_20605925.mp3,teens
75,common_voice_pl_26771851.mp3,teens
77,common_voice_pl_26771857.mp3,teens
81,common_voice_pl_20779724.mp3,thirties
85,common_voice_pl_20633903.mp3,thirties
86,common_voice_pl_20655888.mp3,twenties
88,common_voice_pl_20655891.mp3,twenties
90,common_voice_pl_21604051.mp3,thirties
92,common_voice_pl_21604054.mp3,thirties
94,common_voice_pl_35727790.mp3,fifties
96,common_voice_pl_35727792.mp3,fifties
97,common_voice_pl_35727793.mp3,fifties
98,common_voice_pl_20633503.mp3,twenties
99,common_voice_pl_20633505.mp3,twenties
101,common_voice_pl_20633507.mp3,twenties
102,common_voice_pl_20651421.mp3,twenties
103,common_voice_pl_20651422.mp3,twenties
106,common_voice_pl_20612263.mp3,fourties
107,common_voice_pl_20612264.mp3,fourties
109,common_voice_pl_20612267.mp3,fourties
110,common_voice_pl_20838539.mp3,fourties
111,common_voice_pl_20838540.mp3,fourties
112,common_voice_pl_20838541.mp3,fourties
113,common_voice_pl_20838544.mp3,fourties
115,common_voice_pl_20774283.mp3,fourties
117,common_voice_pl_20774285.mp3,fourties
