,path,age
1,common_voice_pl_43564609.mp3,thirties
2,common_voice_pl_23840821.mp3,thirties
3,common_voice_pl_23694146.mp3,twenties
5,common_voice_pl_23677778.mp3,twenties
8,common_voice_pl_23756053.mp3,twenties
9,common_voice_pl_20604512.mp3,thirties
13,common_voice_pl_20605516.mp3,twenties
15,common_voice_pl_26609171.mp3,teens
17,common_voice_pl_24224913.mp3,thirties
20,common_voice_pl_23999996.mp3,twenties
21,common_voice_pl_22955794.mp3,thirties
23,common_voice_pl_23757850.mp3,fourties
25,common_voice_pl_23740264.mp3,teens
28,common_voice_pl_43336084.mp3,twenties
30,common_voice_pl_23647316.mp3,thirties
31,common_voice_pl_22723315.mp3,twenties
32,common_voice_pl_22723318.mp3,twenties
34,common_voice_pl_27100226.mp3,twenties
37,common_voice_pl_20613227.mp3,twenties
38,common_voice_pl_20613229.mp3,twenties
40,common_voice_pl_20703094.mp3,thirties
42,common_voice_pl_21373330.mp3,thirties
43,common_voice_pl_23939982.mp3,twenties
45,common_voice_pl_20626196.mp3,fourties
49,common_voice_pl_20616270.mp3,teens
51,common_voice_pl_23372890.mp3,fifties
53,common_voice_pl_23372895.mp3,fifties
55,common_voice_pl_20603837.mp3,twenties
56,common_voice_pl_20604015.mp3,twenties
58,common_voice_pl_38182400.mp3,fourties
61,common_voice_pl_20968703.mp3,teens
62,common_voice_pl_20968704.mp3,teens
64,common_voice_pl_20643489.mp3,thirties
65,common_voice_pl_20643491.mp3,thirties
70,common_voice_pl_32072427.mp3,twenties
71,common_voice_pl_32129747.mp3,twenties
74,common_voice_pl_20605925.mp3,teens
77,common_voice_pl_26771857.mp3,teens
78,common_voice_pl_20779721.mp3,thirties
79,common_voice_pl_20779722.mp3,thirties
80,common_voice_pl_20779723.mp3,thirties
83,common_voice_pl_20633901.mp3,thirties
84,common_voice_pl_20633902.mp3,thirties
85,common_voice_pl_20633903.mp3,thirties
95,common_voice_pl_35727791.mp3,fifties
96,common_voice_pl_35727792.mp3,fifties
98,common_voice_pl_20633503.mp3,twenties
99,common_voice_pl_20633505.mp3,twenties
100,common_voice_pl_20633506.mp3,twenties
102,common_voice_pl_20651421.mp3,twenties
103,common_voice_pl_20651422.mp3,twenties
104,common_voice_pl_20651423.mp3,twenties
105,common_voice_pl_20651424.mp3,twenties
106,common_voice_pl_20612263.mp3,fourties
108,common_voice_pl_20612265.mp3,fourties
109,common_voice_pl_20612267.mp3,fourties
110,common_voice_pl_20838539.mp3,fourties
119,common_voice_pl_23651460.mp3,fourties
122,common_voice_pl_23809138.mp3,fourties
123,common_voice_pl_23809139.mp3,fourties
124,common_voice_pl_23809140.mp3,fourties
126,common_voice_pl_24776903.mp3,fourties
129,common_voice_pl_24776906.mp3,fourties
130,common_voice_pl_37327070.mp3,fourties
132,common_voice_pl_37327074.mp3,fourties
133,common_voice_pl_37327076.mp3,fourties
136,common_voice_pl_20607345.mp3,twenties
137,common_voice_pl_20607347.mp3,twenties
139,common_voice_pl_20607124.mp3,thirties
141,common_voice_pl_20607152.mp3,thirties
142,common_voice_pl_20606342.mp3,twenties
144,common_voice_pl_20606348.mp3,twenties
145,common_voice_pl_20606349.mp3,twenties
146,common_voice_pl_43574407.mp3,thirties
150,common_voice_pl_26128519.mp3,thirties
152,common_voice_pl_26128523.mp3,thirties
153,common_voice_pl_20775057.mp3,thirties
154,common_voice_pl_20775058.mp3,thirties
156,common_voice_pl_20775061.mp3,thirties
158,common_voice_pl_20837178.mp3,thirties
159,common_voice_pl_20837180.mp3,thirties
160,common_voice_pl_20837181.mp3,thirties
163,common_voice_pl_20648451.mp3,twenties
164,common_voice_pl_20648453.mp3,twenties
165,common_voice_pl_21189446.mp3,fourties
168,common_voice_pl_21189452.mp3,fourties
170,common_voice_pl_21170684.mp3,twenties
171,common_voice_pl_21170685.mp3,twenties
172,common_voice_pl_21170686.mp3,twenties
177,common_voice_pl_40429788.mp3,thirties
181,common_voice_pl_39597726.mp3,sixties+
185,common_voice_pl_38987305.mp3,thirties
186,common_voice_pl_38987306.mp3,thirties
190,common_voice_pl_36080071.mp3,thirties
192,common_voice_pl_36080073.mp3,thirties
194,common_voice_pl_20868487.mp3,teens
196,common_voice_pl_20868489.mp3,teens
198,common_voice_pl_20646555.mp3,fourties
200,common_voice_pl_20646599.mp3,fourties
203,common_voice_pl_20773698.mp3,twenties
