,path,age
32,common_voice_pl_23694146.mp3,twenties
46,common_voice_pl_24085740.mp3,twenties
69,common_voice_pl_20604512.mp3,thirties
95,common_voice_pl_23850162.mp3,teens
110,common_voice_pl_24062356.mp3,thirties
167,common_voice_pl_23757202.mp3,twenties
169,common_voice_pl_24224913.mp3,thirties
174,common_voice_pl_20603842.mp3,thirties
185,common_voice_pl_23999996.mp3,twenties
200,common_voice_pl_23747240.mp3,twenties
259,common_voice_pl_23740258.mp3,teens
286,common_voice_pl_43336084.mp3,twenties
295,common_voice_pl_23647315.mp3,thirties
341,common_voice_pl_27100225.mp3,twenties
400,common_voice_pl_20613229.mp3,twenties
405,common_voice_pl_20703091.mp3,thirties
406,common_voice_pl_20703094.mp3,thirties
413,common_voice_pl_21373327.mp3,thirties
423,common_voice_pl_23939982.mp3,twenties
441,common_voice_pl_20626196.mp3,fourties
442,common_voice_pl_20626198.mp3,fourties
443,common_voice_pl_20626203.mp3,fourties
559,common_voice_pl_20616270.mp3,teens
560,common_voice_pl_20616272.mp3,teens
582,common_voice_pl_23372890.mp3,fifties
652,common_voice_pl_20603837.mp3,twenties
654,common_voice_pl_38182399.mp3,fourties
709,common_voice_pl_20968702.mp3,teens
710,common_voice_pl_20968703.mp3,teens
712,common_voice_pl_20643488.mp3,thirties
761,common_voice_pl_20774925.mp3,twenties
762,common_voice_pl_20774933.mp3,twenties
770,common_voice_pl_32072427.mp3,twenties
771,common_voice_pl_32129747.mp3,twenties
800,common_voice_pl_20605390.mp3,teens
801,common_voice_pl_20605925.mp3,teens
844,common_voice_pl_26771851.mp3,teens
845,common_voice_pl_26771856.mp3,teens
872,common_voice_pl_20779723.mp3,thirties
873,common_voice_pl_20779724.mp3,thirties
956,common_voice_pl_20633902.mp3,thirties
957,common_voice_pl_20633903.mp3,thirties
1035,common_voice_pl_20655890.mp3,twenties
1036,common_voice_pl_20655891.mp3,twenties
1037,common_voice_pl_20655893.mp3,twenties
1038,common_voice_pl_21604051.mp3,thirties
1040,common_voice_pl_21604054.mp3,thirties
1041,common_voice_pl_21604055.mp3,thirties
1094,common_voice_pl_20633503.mp3,twenties
1095,common_voice_pl_20633505.mp3,twenties
1096,common_voice_pl_20633506.mp3,twenties
1097,common_voice_pl_20633507.mp3,twenties
1102,common_voice_pl_20651421.mp3,twenties
1104,common_voice_pl_20651423.mp3,twenties
1106,common_voice_pl_20612263.mp3,fourties
1108,common_voice_pl_20612265.mp3,fourties
1109,common_voice_pl_20612267.mp3,fourties
