,path,age
4,common_voice_pl_20605185.mp3,thirties
20,common_voice_pl_43564609.mp3,thirties
28,common_voice_pl_23840821.mp3,thirties
32,common_voice_pl_23694146.mp3,twenties
46,common_voice_pl_24085740.mp3,twenties
64,common_voice_pl_20605456.mp3,thirties
65,common_voice_pl_48039994.mp3,thirties
68,common_voice_pl_23756053.mp3,twenties
72,common_voice_pl_23995516.mp3,thirties
134,common_voice_pl_20605516.mp3,twenties
162,common_voice_pl_26609171.mp3,teens
167,common_voice_pl_23757202.mp3,twenties
169,common_voice_pl_24224913.mp3,thirties
186,common_voice_pl_22955794.mp3,thirties
200,common_voice_pl_23747240.mp3,twenties
212,common_voice_pl_23757850.mp3,fourties
259,common_voice_pl_23740258.mp3,teens
265,common_voice_pl_20605747.mp3,twenties
266,common_voice_pl_20605922.mp3,twenties
286,common_voice_pl_43336084.mp3,twenties
319,common_voice_pl_22723315.mp3,twenties
341,common_voice_pl_27100225.mp3,twenties
381,common_voice_pl_21873862.mp3,fourties
399,common_voice_pl_20613227.mp3,twenties
406,common_voice_pl_20703094.mp3,thirties
413,common_voice_pl_21373327.mp3,thirties
423,common_voice_pl_23939982.mp3,twenties
441,common_voice_pl_20626196.mp3,fourties
442,common_voice_pl_20626198.mp3,fourties
443,common_voice_pl_20626203.mp3,fourties
560,common_voice_pl_20616272.mp3,teens
583,common_voice_pl_23372891.mp3,fifties
584,common_voice_pl_23372895.mp3,fifties
652,common_voice_pl_20603837.mp3,twenties
653,common_voice_pl_20604015.mp3,twenties
654,common_voice_pl_38182399.mp3,fourties
656,common_voice_pl_38182402.mp3,fourties
713,common_voice_pl_20643489.mp3,thirties
761,common_voice_pl_20774925.mp3,twenties
762,common_voice_pl_20774933.mp3,twenties
799,common_voice_pl_20605290.mp3,teens
844,common_voice_pl_26771851.mp3,teens
845,common_voice_pl_26771856.mp3,teens
872,common_voice_pl_20779723.mp3,thirties
954,common_voice_pl_20633899.mp3,thirties
955,common_voice_pl_20633901.mp3,thirties
956,common_voice_pl_20633902.mp3,thirties
1036,common_voice_pl_20655891.mp3,twenties
1037,common_voice_pl_20655893.mp3,twenties
1038,common_voice_pl_21604051.mp3,thirties
1039,common_voice_pl_21604053.mp3,thirties
1040,common_voice_pl_21604054.mp3,thirties
1041,common_voice_pl_21604055.mp3,thirties
1090,common_voice_pl_35727790.mp3,fifties
1092,common_voice_pl_35727792.mp3,fifties
1093,common_voice_pl_35727793.mp3,fifties
1094,common_voice_pl_20633503.mp3,twenties
1095,common_voice_pl_20633505.mp3,twenties
1096,common_voice_pl_20633506.mp3,twenties
