,path,age
0,common_voice_pl_20605185.mp3,thirties
4,common_voice_pl_24085740.mp3,twenties
6,common_voice_pl_20605456.mp3,thirties
7,common_voice_pl_48039994.mp3,thirties
10,common_voice_pl_23995516.mp3,thirties
11,common_voice_pl_23850162.mp3,teens
12,common_voice_pl_24062356.mp3,thirties
14,common_voice_pl_37353781.mp3,sixties+
16,common_voice_pl_23757202.mp3,twenties
18,common_voice_pl_20603842.mp3,thirties
19,common_voice_pl_23579454.mp3,twenties
22,common_voice_pl_23747240.mp3,twenties
24,common_voice_pl_23740258.mp3,teens
26,common_voice_pl_20605747.mp3,twenties
27,common_voice_pl_20605922.mp3,twenties
29,common_voice_pl_23647315.mp3,thirties
33,common_voice_pl_27100225.mp3,twenties
35,common_voice_pl_21873862.mp3,fourties
36,common_voice_pl_21873864.mp3,fourties
39,common_voice_pl_20703091.mp3,thirties
41,common_voice_pl_21373327.mp3,thirties
44,common_voice_pl_23939984.mp3,twenties
46,common_voice_pl_20626198.mp3,fourties
47,common_voice_pl_20626203.mp3,fourties
48,common_voice_pl_20616268.mp3,teens
50,common_voice_pl_20616272.mp3,teens
52,common_voice_pl_23372891.mp3,fifties
54,common_voice_pl_20603774.mp3,twenties
57,common_voice_pl_38182399.mp3,fourties
59,common_voice_pl_38182402.mp3,fourties
60,common_voice_pl_20968702.mp3,teens
63,common_voice_pl_20643488.mp3,thirties
66,common_voice_pl_20774922.mp3,twenties
67,common_voice_pl_20774925.mp3,twenties
68,common_voice_pl_20774933.mp3,twenties
69,common_voice_pl_32072424.mp3,twenties
72,common_voice_pl_20605290.mp3,teens
73,common_voice_pl_20605390.mp3,teens
75,common_voice_pl_26771851.mp3,teens
76,common_voice_pl_26771856.mp3,teens
81,common_voice_pl_20779724.mp3,thirties
82,common_voice_pl_20633899.mp3,thirties
86,common_voice_pl_20655888.mp3,twenties
87,common_voice_pl_20655890.mp3,twenties
88,common_voice_pl_20655891.mp3,twenties
89,common_voice_pl_20655893.mp3,twenties
90,common_voice_pl_21604051.mp3,thirties
91,common_voice_pl_21604053.mp3,thirties
92,common_voice_pl_21604054.mp3,thirties
93,common_voice_pl_21604055.mp3,thirties
