,path,age
5,common_voice_pl_23677778.mp3,twenties
9,common_voice_pl_20604512.mp3,thirties
11,common_voice_pl_23850162.mp3,teens
12,common_voice_pl_24062356.mp3,thirties
14,common_voice_pl_37353781.mp3,sixties+
18,common_voice_pl_20603842.mp3,thirties
19,common_voice_pl_23579454.mp3,twenties
20,common_voice_pl_23999996.mp3,twenties
25,common_voice_pl_23740264.mp3,teens
29,common_voice_pl_23647315.mp3,thirties
30,common_voice_pl_23647316.mp3,thirties
32,common_voice_pl_22723318.mp3,twenties
34,common_voice_pl_27100226.mp3,twenties
36,common_voice_pl_21873864.mp3,fourties
38,common_voice_pl_20613229.mp3,twenties
39,common_voice_pl_20703091.mp3,thirties
42,common_voice_pl_21373330.mp3,thirties
44,common_voice_pl_23939984.mp3,twenties
48,common_voice_pl_20616268.mp3,teens
49,common_voice_pl_20616270.mp3,teens
51,common_voice_pl_23372890.mp3,fifties
54,common_voice_pl_20603774.mp3,twenties
58,common_voice_pl_38182400.mp3,fourties
60,common_voice_pl_20968702.mp3,teens
61,common_voice_pl_20968703.mp3,teens
62,common_voice_pl_20968704.mp3,teens
63,common_voice_pl_20643488.mp3,thirties
65,common_voice_pl_20643491.mp3,thirties
66,common_voice_pl_20774922.mp3,twenties
69,common_voice_pl_32072424.mp3,twenties
70,common_voice_pl_32072427.mp3,twenties
71,common_voice_pl_32129747.mp3,twenties
73,common_voice_pl_20605390.mp3,teens
74,common_voice_pl_20605925.mp3,teens
77,common_voice_pl_26771857.mp3,teens
78,common_voice_pl_20779721.mp3,thirties
79,common_voice_pl_20779722.mp3,thirties
81,common_voice_pl_20779724.mp3,thirties
85,common_voice_pl_20633903.mp3,thirties
86,common_voice_pl_20655888.mp3,twenties
87,common_voice_pl_20655890.mp3,twenties
95,common_voice_pl_35727791.mp3,fifties
101,common_voice_pl_20633507.mp3,twenties
102,common_voice_pl_20651421.mp3,twenties
104,common_voice_pl_20651423.mp3,twenties
106,common_voice_pl_20612263.mp3,fourties
107,common_voice_pl_20612264.mp3,fourties
108,common_voice_pl_20612265.mp3,fourties
110,common_voice_pl_20838539.mp3,fourties
113,common_voice_pl_20838544.mp3,fourties
115,common_voice_pl_20774283.mp3,fourties
117,common_voice_pl_20774285.mp3,fourties
118,common_voice_pl_23651459.mp3,fourties
119,common_voice_pl_23651460.mp3,fourties
121,common_voice_pl_23651462.mp3,fourties
128,common_voice_pl_24776905.mp3,fourties
129,common_voice_pl_24776906.mp3,fourties
132,common_voice_pl_37327074.mp3,fourties
134,common_voice_pl_20607343.mp3,twenties
136,common_voice_pl_20607345.mp3,twenties
137,common_voice_pl_20607347.mp3,twenties
138,common_voice_pl_20607113.mp3,thirties
139,common_voice_pl_20607124.mp3,thirties
140,common_voice_pl_20607140.mp3,thirties
141,common_voice_pl_20607152.mp3,thirties
143,common_voice_pl_20606344.mp3,twenties
144,common_voice_pl_20606348.mp3,twenties
145,common_voice_pl_20606349.mp3,twenties
147,common_voice_pl_43574412.mp3,thirties
150,common_voice_pl_26128519.mp3,thirties
152,common_voice_pl_26128523.mp3,thirties
155,common_voice_pl_20775060.mp3,thirties
160,common_voice_pl_20837181.mp3,thirties
164,common_voice_pl_20648453.mp3,twenties
165,common_voice_pl_21189446.mp3,fourties
166,common_voice_pl_21189449.mp3,fourties
167,common_voice_pl_21189450.mp3,fourties
168,common_voice_pl_21189452.mp3,fourties
169,common_voice_pl_21170682.mp3,twenties
170,common_voice_pl_21170684.mp3,twenties
171,common_voice_pl_21170685.mp3,twenties
172,common_voice_pl_21170686.mp3,twenties
173,common_voice_pl_20610474.mp3,twenties
175,common_voice_pl_20610476.mp3,twenties
177,common_voice_pl_40429788.mp3,thirties
180,common_voice_pl_40429792.mp3,thirties
182,common_voice_pl_39597727.mp3,sixties+
184,common_voice_pl_39597731.mp3,sixties+
185,common_voice_pl_38987305.mp3,thirties
187,common_voice_pl_38987307.mp3,thirties
188,common_voice_pl_38987308.mp3,thirties
189,common_voice_pl_36080070.mp3,thirties
191,common_voice_pl_36080072.mp3,thirties
192,common_voice_pl_36080073.mp3,thirties
193,common_voice_pl_20868486.mp3,teens
197,common_voice_pl_20868490.mp3,teens
199,common_voice_pl_20646598.mp3,fourties
201,common_voice_pl_20646600.mp3,fourties
203,common_voice_pl_20773698.mp3,twenties
204,common_voice_pl_20773699.mp3,twenties
205,common_voice_pl_20773700.mp3,twenties
206,common_voice_pl_20773701.mp3,twenties
209,common_voice_pl_20620742.mp3,thirties
210,common_voice_pl_20620743.mp3,thirties
211,common_voice_pl_20620744.mp3,thirties
213,common_voice_pl_20679694.mp3,twenties
217,common_voice_pl_20679698.mp3,twenties
218,common_voice_pl_20623387.mp3,thirties
220,common_voice_pl_20623394.mp3,thirties
223,common_voice_pl_20619347.mp3,twenties
227,common_voice_pl_20619355.mp3,twenties
229,common_voice_pl_27139455.mp3,twenties
232,common_voice_pl_27139460.mp3,twenties
233,common_voice_pl_25121164.mp3,teens
234,common_voice_pl_25121165.mp3,teens
237,common_voice_pl_25121168.mp3,teens
238,common_voice_pl_20815161.mp3,twenties
239,common_voice_pl_20815162.mp3,twenties
240,common_voice_pl_20815163.mp3,twenties
242,common_voice_pl_20815165.mp3,twenties
244,common_voice_pl_21101934.mp3,twenties
248,common_voice_pl_20640301.mp3,thirties
250,common_voice_pl_20640304.mp3,thirties
251,common_voice_pl_20640305.mp3,thirties
252,common_voice_pl_20640306.mp3,thirties
253,common_voice_pl_24583487.mp3,thirties
254,common_voice_pl_24583488.mp3,thirties
255,common_voice_pl_24583489.mp3,thirties
258,common_voice_pl_20615994.mp3,fourties
265,common_voice_pl_26791672.mp3,thirties
