,path,age
0,common_voice_pl_20605185.mp3,thirties
1,common_voice_pl_43564609.mp3,thirties
2,common_voice_pl_23840821.mp3,thirties
3,common_voice_pl_23694146.mp3,twenties
4,common_voice_pl_24085740.mp3,twenties
6,common_voice_pl_20605456.mp3,thirties
7,common_voice_pl_48039994.mp3,thirties
8,common_voice_pl_23756053.mp3,twenties
10,common_voice_pl_23995516.mp3,thirties
13,common_voice_pl_20605516.mp3,twenties
15,common_voice_pl_26609171.mp3,teens
16,common_voice_pl_23757202.mp3,twenties
17,common_voice_pl_24224913.mp3,thirties
21,common_voice_pl_22955794.mp3,thirties
22,common_voice_pl_23747240.mp3,twenties
23,common_voice_pl_23757850.mp3,fourties
24,common_voice_pl_23740258.mp3,teens
26,common_voice_pl_20605747.mp3,twenties
27,common_voice_pl_20605922.mp3,twenties
28,common_voice_pl_43336084.mp3,twenties
31,common_voice_pl_22723315.mp3,twenties
33,common_voice_pl_27100225.mp3,twenties
35,common_voice_pl_21873862.mp3,fourties
37,common_voice_pl_20613227.mp3,twenties
40,common_voice_pl_20703094.mp3,thirties
41,common_voice_pl_21373327.mp3,thirties
43,common_voice_pl_23939982.mp3,twenties
45,common_voice_pl_20626196.mp3,fourties
46,common_voice_pl_20626198.mp3,fourties
47,common_voice_pl_20626203.mp3,fourties
50,common_voice_pl_20616272.mp3,teens
52,common_voice_pl_23372891.mp3,fifties
53,common_voice_pl_23372895.mp3,fifties
55,common_voice_pl_20603837.mp3,twenties
56,common_voice_pl_20604015.mp3,twenties
57,common_voice_pl_38182399.mp3,fourties
59,common_voice_pl_38182402.mp3,fourties
64,common_voice_pl_20643489.mp3,thirties
67,common_voice_pl_20774925.mp3,twenties
68,common_voice_pl_20774933.mp3,twenties
72,common_voice_pl_20605290.mp3,teens
75,common_voice_pl_26771851.mp3,teens
76,common_voice_pl_26771856.mp3,teens
80,common_voice_pl_20779723.mp3,thirties
82,common_voice_pl_20633899.mp3,thirties
83,common_voice_pl_20633901.mp3,thirties
84,common_voice_pl_20633902.mp3,thirties
88,common_voice_pl_20655891.mp3,twenties
89,common_voice_pl_20655893.mp3,twenties
90,common_voice_pl_21604051.mp3,thirties
91,common_voice_pl_21604053.mp3,thirties
92,common_voice_pl_21604054.mp3,thirties
93,common_voice_pl_21604055.mp3,thirties
94,common_voice_pl_35727790.mp3,fifties
96,common_voice_pl_35727792.mp3,fifties
97,common_voice_pl_35727793.mp3,fifties
98,common_voice_pl_20633503.mp3,twenties
99,common_voice_pl_20633505.mp3,twenties
100,common_voice_pl_20633506.mp3,twenties
103,common_voice_pl_20651422.mp3,twenties
105,common_voice_pl_20651424.mp3,twenties
